135,329,2010-02-26 07:00:00,2010-02-27 06:00:00,75.2
136,329,2010-03-03 03:00:00,2010-03-04 02:00:00,91.8
137,329,2010-11-05 16:00:00,2010-11-06 15:00:00,51.4
138,329,2010-11-23 01:00:00,2010-11-24 00:00:00,148.0
139,329,2010-12-31 15:00:00,2011-01-01 14:00:00,51.6
140,329,2011-01-15 13:00:00,2011-01-16 12:00:00,78.6
141,329,2011-02-27 23:00:00,2011-02-28 22:00:00,51.2
142,329,2011-03-05 21:00:00,2011-03-06 20:00:00,50.6
143,329,2011-11-26 17:00:00,2011-11-27 16:00:00,86.4
144,329,2011-12-14 16:00:00,2011-12-15 15:00:00,169.2
145,329,2011-12-17 23:00:00,2011-12-18 22:00:00,113.2
146,329,2011-12-18 23:00:00,2011-12-19 22:00:00,88.4
147,329,2011-12-27 23:00:00,2011-12-28 22:00:00,50.6
148,329,2012-01-01 07:00:00,2012-01-02 06:00:00,74.8
149,329,2012-01-02 07:00:00,2012-01-03 06:00:00,62.8
150,329,2012-01-04 17:00:00,2012-01-05 16:00:00,57.8
151,329,2012-03-15 00:00:00,2012-03-15 23:00:00,97.4
152,329,2012-11-15 21:00:00,2012-11-16 20:00:00,83.8
153,329,2013-01-11 04:00:00,2013-01-12 03:00:00,69.4
154,329,2013-02-02 20:00:00,2013-02-03 19:00:00,59.2
155,329,2013-04-09 20:00:00,2013-04-10 19:00:00,65.6
156,329,2013-10-17 00:00:00,2013-10-17 23:00:00,52.4
157,329,2013-12-07 00:00:00,2013-12-07 23:00:00,75.4
158,329,2013-12-11 11:00:00,2013-12-12 10:00:00,115.6
159,329,2013-12-22 03:00:00,2013-12-23 02:00:00,63.4
160,329,2013-12-25 03:00:00,2013-12-26 02:00:00,64.0
161,329,2014-02-17 20:00:00,2014-02-18 19:00:00,54.4
162,329,2014-04-02 21:00:00,2014-04-03 20:00:00,105.0
163,329,2014-10-20 06:00:00,2014-10-21 05:00:00,56.6
164,329,2014-10-25 22:00:00,2014-10-26 21:00:00,54.6
165,329,2014-11-23 07:00:00,2014-11-24 06:00:00,52.2
166,329,2014-12-13 09:00:00,2014-12-14 08:00:00,104.4
167,329,2015-02-05 23:00:00,2015-02-06 22:00:00,60.6
168,329,2015-02-16 19:00:00,2015-02-17 18:00:00,56.8
169,329,2015-03-10 05:00:00,2015-03-11 04:00:00,60.0
170,329,2015-05-06 17:00:00,2015-05-07 16:00:00,50.8
171,329,2016-01-16 14:00:00,2016-01-17 13:00:00,93.4
172,329,2016-02-12 20:00:00,2016-02-13 19:00:00,86.4
173,329,2016-02-26 21:00:00,2016-02-27 20:00:00,68.8
174,329,2016-02-27 21:00:00,2016-02-28 20:00:00,51.0
